epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
760,14601.1,0.2691,0.01181,0.01828,0.1772,0.80896,0.99883,1,0.995,0.91193,0.99883,1,0.995,0.995,0.45917,0.00983,0.00965,0.21065,0.81465,0.000121475,0.000121475,0.000121475
761,14620.2,0.26402,0.01817,0.01826,0.1791,0.80313,0.99884,1,0.995,0.91138,0.99884,1,0.995,0.995,0.45622,0.00979,0.00991,0.20905,0.81407,0.000119,0.000119,0.000119
762,14638.9,0.27482,0.01676,0.02003,0.18214,0.8029,0.99886,1,0.995,0.91157,0.99886,1,0.995,0.995,0.45654,0.00985,0.01063,0.2124,0.81439,0.000116525,0.000116525,0.000116525
763,14658.1,0.26828,0.01066,0.01907,0.17899,0.79576,0.99886,1,0.995,0.90929,0.99886,1,0.995,0.995,0.4534,0.0098,0.01154,0.21104,0.81504,0.00011405,0.00011405,0.00011405
764,14676.9,0.26452,0.01053,0.01469,0.17793,0.80038,0.99885,1,0.995,0.90884,0.99885,1,0.995,0.995,0.45605,0.01001,0.01176,0.21542,0.81528,0.000111575,0.000111575,0.000111575
765,14696,0.26997,0.01166,0.01149,0.17934,0.79858,0.99885,1,0.995,0.90905,0.99885,1,0.995,0.995,0.45669,0.01009,0.0114,0.21639,0.81681,0.0001091,0.0001091,0.0001091
766,14714.7,0.26399,0.01309,0.01179,0.1762,0.79913,0.99885,1,0.995,0.90905,0.99885,1,0.995,0.995,0.45694,0.0101,0.01121,0.21943,0.81702,0.000106625,0.000106625,0.000106625
767,14733.8,0.26085,0.0127,0.01783,0.17294,0.80199,0.99885,1,0.995,0.90838,0.99885,1,0.995,0.995,0.45845,0.01026,0.01079,0.21714,0.8166,0.00010415,0.00010415,0.00010415
768,14753,0.26486,0.01085,0.02108,0.17686,0.80838,0.99885,1,0.995,0.90878,0.99885,1,0.995,0.995,0.45815,0.01039,0.00961,0.21625,0.81619,0.000101675,0.000101675,0.000101675
769,14771.8,0.2646,0.01227,0.01951,0.17562,0.80123,0.99887,1,0.995,0.90898,0.99887,1,0.995,0.995,0.45926,0.01054,0.00857,0.21633,0.81613,9.92e-05,9.92e-05,9.92e-05
770,14791,0.26902,0.01146,0.01781,0.179,0.7982,0.99886,1,0.995,0.90909,0.99886,1,0.995,0.995,0.46128,0.01056,0.00757,0.21673,0.81601,9.6725e-05,9.6725e-05,9.6725e-05
771,14809.8,0.26828,0.01244,0.01492,0.18098,0.7992,0.99886,1,0.995,0.91073,0.99886,1,0.995,0.995,0.46091,0.01065,0.00686,0.20974,0.81506,9.425e-05,9.425e-05,9.425e-05
772,14829.1,0.27215,0.01182,0.0156,0.18007,0.80436,0.99885,1,0.995,0.9109,0.99885,1,0.995,0.995,0.46154,0.0107,0.00651,0.20554,0.81489,9.1775e-05,9.1775e-05,9.1775e-05
773,14847.9,0.26184,0.01182,0.01527,0.17422,0.80105,0.99885,1,0.995,0.90891,0.99885,1,0.995,0.995,0.46296,0.01075,0.00631,0.20526,0.8155,8.93e-05,8.93e-05,8.93e-05
774,14867,0.25632,0.01089,0.01236,0.17204,0.79698,0.99885,1,0.995,0.90866,0.99885,1,0.995,0.995,0.46237,0.01071,0.00609,0.20413,0.81563,8.6825e-05,8.6825e-05,8.6825e-05
775,14885.8,0.26735,0.01378,0.01638,0.17665,0.79837,0.99884,1,0.995,0.9047,0.99884,1,0.995,0.995,0.46206,0.0104,0.00581,0.20537,0.81547,8.435e-05,8.435e-05,8.435e-05
776,14904.8,0.255,0.01079,0.00935,0.16911,0.79362,0.99884,1,0.995,0.90767,0.99884,1,0.995,0.995,0.46224,0.01008,0.00564,0.2062,0.81595,8.1875e-05,8.1875e-05,8.1875e-05
777,14924,0.27724,0.01156,0.01217,0.18453,0.80446,0.99883,1,0.995,0.90593,0.99883,1,0.995,0.995,0.46458,0.00982,0.0056,0.21169,0.81591,7.94e-05,7.94e-05,7.94e-05
778,14943.2,0.25955,0.01078,0.01799,0.17376,0.80035,0.99883,1,0.995,0.90735,0.99883,1,0.995,0.995,0.4653,0.00968,0.00549,0.21391,0.81597,7.6925e-05,7.6925e-05,7.6925e-05
779,14961.9,0.26,0.01192,0.01478,0.17755,0.79943,0.99885,1,0.995,0.9059,0.99885,1,0.995,0.995,0.46459,0.00978,0.00545,0.21194,0.81508,7.445e-05,7.445e-05,7.445e-05
780,14980.9,0.26038,0.01154,0.01402,0.17959,0.79642,0.99885,1,0.995,0.91098,0.99885,1,0.995,0.995,0.46276,0.01002,0.00549,0.20878,0.81465,7.1975e-05,7.1975e-05,7.1975e-05
781,15000.5,0.27264,0.0104,0.0173,0.18017,0.80266,0.99884,1,0.995,0.91079,0.99884,1,0.995,0.995,0.46185,0.01011,0.00565,0.21174,0.81414,6.95e-05,6.95e-05,6.95e-05
782,15019.3,0.26804,0.01174,0.01722,0.17819,0.8,0.99885,1,0.995,0.91109,0.99885,1,0.995,0.995,0.45969,0.0101,0.00572,0.21204,0.81432,6.7025e-05,6.7025e-05,6.7025e-05
783,15038.2,0.26016,0.01115,0.0117,0.1726,0.80135,0.99884,1,0.995,0.91325,0.99884,1,0.995,0.995,0.45952,0.01021,0.00571,0.20985,0.81457,6.455e-05,6.455e-05,6.455e-05
784,15057,0.25677,0.01116,0.01549,0.17346,0.80112,0.99884,1,0.995,0.9098,0.99884,1,0.995,0.995,0.45987,0.01018,0.00573,0.21039,0.8145,6.2075e-05,6.2075e-05,6.2075e-05
785,15076,0.27173,0.01172,0.02074,0.17966,0.80367,0.99883,1,0.995,0.91169,0.99883,1,0.995,0.995,0.45905,0.01027,0.0057,0.20813,0.81423,5.96e-05,5.96e-05,5.96e-05
786,15094.8,0.25898,0.01102,0.01471,0.17444,0.80326,0.99882,1,0.995,0.91024,0.99882,1,0.995,0.995,0.45915,0.01033,0.00582,0.2126,0.815,5.7125e-05,5.7125e-05,5.7125e-05
787,15113.7,0.26639,0.01229,0.01235,0.17706,0.80106,0.99883,1,0.995,0.90931,0.99883,1,0.995,0.995,0.45959,0.01027,0.00617,0.21417,0.81473,5.465e-05,5.465e-05,5.465e-05
788,15132.7,0.26369,0.01144,0.01269,0.17471,0.80094,0.99883,1,0.995,0.91208,0.99883,1,0.995,0.995,0.46083,0.01027,0.00642,0.21288,0.81549,5.2175e-05,5.2175e-05,5.2175e-05
789,15151.4,0.2589,0.01128,0.01454,0.17236,0.80201,0.99883,1,0.995,0.91432,0.99883,1,0.995,0.995,0.46033,0.01031,0.00646,0.21394,0.81551,4.97e-05,4.97e-05,4.97e-05
790,15170.3,0.26292,0.01062,0.0075,0.17563,0.79894,0.99883,1,0.995,0.91387,0.99883,1,0.995,0.995,0.46025,0.01024,0.00639,0.21422,0.81548,4.7225e-05,4.7225e-05,4.7225e-05
791,15190.6,0.23132,0.00827,0.00542,0.15096,0.7788,0.9988,1,0.995,0.9158,0.9988,1,0.995,0.995,0.45986,0.01032,0.00623,0.21041,0.81446,4.475e-05,4.475e-05,4.475e-05
792,15210.1,0.22474,0.00782,0.0031,0.15035,0.77572,0.99877,1,0.995,0.91617,0.99877,1,0.995,0.995,0.45954,0.01041,0.00601,0.2113,0.8145,4.2275e-05,4.2275e-05,4.2275e-05
793,15229.7,0.2258,0.00751,0.00173,0.14575,0.77578,0.99875,1,0.995,0.91764,0.99875,1,0.995,0.995,0.46014,0.01045,0.00595,0.22031,0.81464,3.98e-05,3.98e-05,3.98e-05
794,15248.8,0.2342,0.00971,0.00501,0.15397,0.78139,0.99876,1,0.995,0.91781,0.99876,1,0.995,0.995,0.46154,0.01044,0.00588,0.21659,0.81468,3.7325e-05,3.7325e-05,3.7325e-05
795,15267.6,0.22405,0.00751,0.00216,0.14908,0.77385,0.99875,1,0.995,0.918,0.99875,1,0.995,0.995,0.46293,0.01044,0.00575,0.22008,0.81462,3.485e-05,3.485e-05,3.485e-05
796,15286.6,0.22064,0.0072,0.00326,0.15004,0.77308,0.99875,1,0.995,0.91851,0.99875,1,0.995,0.995,0.46386,0.0104,0.00561,0.2185,0.81506,3.2375e-05,3.2375e-05,3.2375e-05
797,15305.4,0.21913,0.0074,0.00347,0.14464,0.77512,0.99875,1,0.995,0.91831,0.99875,1,0.995,0.995,0.46479,0.0105,0.00551,0.21455,0.81476,2.99e-05,2.99e-05,2.99e-05
798,15324.2,0.22113,0.00784,0.00322,0.14534,0.77931,0.99876,1,0.995,0.91675,0.99876,1,0.995,0.995,0.46662,0.01049,0.00542,0.20895,0.81503,2.7425e-05,2.7425e-05,2.7425e-05
799,15343,0.22032,0.00779,0.00421,0.14788,0.77519,0.99876,1,0.995,0.91698,0.99876,1,0.995,0.995,0.46677,0.01049,0.00548,0.21108,0.81499,2.495e-05,2.495e-05,2.495e-05
800,15362,0.21571,0.00739,0.00347,0.14357,0.77461,0.99877,1,0.995,0.9149,0.99877,1,0.995,0.995,0.46801,0.01048,0.00566,0.21198,0.81521,2.2475e-05,2.2475e-05,2.2475e-05
