epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
370,7127.03,0.40655,0.02371,0.03633,0.25894,0.83213,0.99954,1,0.995,0.91821,0.99954,1,0.995,0.995,0.4699,0.01695,0.00826,0.26564,0.81128,0.00108673,0.00108673,0.00108673
371,7145.81,0.3873,0.02137,0.02268,0.24837,0.82305,0.99994,1,0.995,0.9151,0.99994,1,0.995,0.995,0.47682,0.02058,0.00946,0.27314,0.80862,0.00108425,0.00108425,0.00108425
372,7165.5,0.39643,0.01772,0.02338,0.24904,0.82212,0.9993,1,0.995,0.9145,0.9993,1,0.995,0.995,0.47732,0.01882,0.01481,0.2573,0.81414,0.00108177,0.00108177,0.00108177
373,7185.18,0.38752,0.02144,0.02644,0.25172,0.8245,0.99921,1,0.995,0.92453,0.99921,1,0.995,0.995,0.46454,0.0191,0.02201,0.24815,0.8166,0.0010793,0.0010793,0.0010793
374,7203.9,0.39426,0.02188,0.02993,0.25258,0.82371,1,0.99935,0.995,0.9198,1,0.99935,0.995,0.995,0.4823,0.01725,0.03723,0.27228,0.81294,0.00107683,0.00107683,0.00107683
375,7223.42,0.39584,0.02378,0.03228,0.25196,0.82327,0.99942,1,0.995,0.92221,0.99942,1,0.995,0.995,0.48874,0.01598,0.01695,0.26544,0.81898,0.00107435,0.00107435,0.00107435
376,7242.22,0.39355,0.02104,0.02673,0.25662,0.82489,0.99908,1,0.995,0.91427,0.99908,1,0.995,0.995,0.47582,0.02036,0.01552,0.2506,0.81985,0.00107187,0.00107187,0.00107187
377,7262.09,0.39173,0.0273,0.02849,0.24926,0.82442,0.99957,1,0.995,0.92533,0.99957,1,0.995,0.995,0.45917,0.01437,0.02202,0.25514,0.81135,0.0010694,0.0010694,0.0010694
378,7281.01,0.40909,0.02266,0.03835,0.26,0.83825,1,0.99954,0.995,0.92569,1,0.99954,0.995,0.995,0.45653,0.01483,0.0224,0.26184,0.81595,0.00106693,0.00106693,0.00106693
379,7300.65,0.40105,0.02117,0.0299,0.25386,0.82776,1,0.99941,0.995,0.92081,1,0.99941,0.995,0.995,0.45867,0.01643,0.03072,0.26296,0.81531,0.00106445,0.00106445,0.00106445
380,7319.49,0.40936,0.0216,0.0233,0.2584,0.82905,1,0.99973,0.995,0.92415,1,0.99973,0.995,0.995,0.44275,0.0163,0.01005,0.26783,0.81524,0.00106197,0.00106197,0.00106197
381,7339.04,0.40669,0.02389,0.02495,0.25832,0.82596,0.99901,1,0.995,0.9275,0.99901,1,0.995,0.995,0.44524,0.01496,0.00854,0.25462,0.8183,0.0010595,0.0010595,0.0010595
382,7358.62,0.41423,0.02669,0.03317,0.26629,0.82983,0.99925,1,0.995,0.91931,0.99925,1,0.995,0.995,0.45586,0.01567,0.00709,0.25258,0.81705,0.00105702,0.00105702,0.00105702
383,7377.35,0.39098,0.02288,0.02816,0.24878,0.82378,1,0.99996,0.995,0.91845,1,0.99996,0.995,0.995,0.47245,0.0175,0.01055,0.26992,0.81645,0.00105455,0.00105455,0.00105455
384,7396.92,0.38389,0.02089,0.01984,0.24834,0.82011,0.99988,1,0.995,0.91398,0.99988,1,0.995,0.995,0.47734,0.01824,0.01713,0.27128,0.81774,0.00105208,0.00105208,0.00105208
385,7415.76,0.38307,0.02258,0.02373,0.24649,0.82034,0.99938,1,0.995,0.91292,0.99938,1,0.995,0.995,0.4719,0.01968,0.01347,0.2539,0.81162,0.0010496,0.0010496,0.0010496
386,7435.04,0.39471,0.02456,0.02683,0.25664,0.82325,0.99909,1,0.995,0.92072,0.99909,1,0.995,0.995,0.46145,0.01664,0.00754,0.23905,0.80885,0.00104713,0.00104713,0.00104713
387,7453.72,0.38601,0.02055,0.02512,0.24791,0.82795,0.99897,1,0.995,0.92599,0.99897,1,0.995,0.995,0.45913,0.01498,0.00514,0.24836,0.81444,0.00104465,0.00104465,0.00104465
388,7472.95,0.38897,0.02201,0.02501,0.25251,0.82517,0.9992,1,0.995,0.92966,0.9992,1,0.995,0.995,0.4657,0.01403,0.00612,0.25119,0.81305,0.00104218,0.00104218,0.00104218
389,7491.47,0.38447,0.0234,0.02318,0.24619,0.82347,0.99984,1,0.995,0.93037,0.99984,1,0.995,0.995,0.46284,0.01611,0.00682,0.26482,0.81352,0.0010397,0.0010397,0.0010397
390,7510.69,0.38417,0.02079,0.02751,0.25034,0.82037,1,0.99962,0.995,0.92628,1,0.99962,0.995,0.995,0.46868,0.01184,0.00642,0.26085,0.81556,0.00103722,0.00103722,0.00103722
391,7529.41,0.39067,0.02093,0.02074,0.25024,0.82113,0.99959,1,0.995,0.92897,0.99959,1,0.995,0.995,0.45925,0.01265,0.0079,0.24538,0.81364,0.00103475,0.00103475,0.00103475
392,7548.64,0.38754,0.02155,0.02795,0.24892,0.82416,0.99965,1,0.995,0.92693,0.99965,1,0.995,0.995,0.46086,0.01399,0.02811,0.24347,0.8116,0.00103228,0.00103228,0.00103228
393,7567.46,0.38085,0.02119,0.02307,0.24834,0.81469,0.99963,1,0.995,0.92494,0.99963,1,0.995,0.995,0.46909,0.01097,0.03934,0.25369,0.81178,0.0010298,0.0010298,0.0010298
394,7587.54,0.38231,0.01814,0.02253,0.24291,0.81767,1,0.9998,0.995,0.92265,1,0.9998,0.995,0.995,0.47311,0.01298,0.02589,0.26978,0.81613,0.00102733,0.00102733,0.00102733
395,7606.27,0.38059,0.01968,0.02621,0.24429,0.8289,1,0.99965,0.995,0.9129,1,0.99965,0.995,0.995,0.48728,0.01664,0.02501,0.28065,0.81972,0.00102485,0.00102485,0.00102485
396,7625.54,0.39387,0.0258,0.0298,0.25231,0.83026,0.99945,1,0.995,0.91565,0.99945,1,0.995,0.995,0.47449,0.01598,0.02273,0.25701,0.8135,0.00102238,0.00102238,0.00102238
397,7644.91,0.3918,0.02124,0.02772,0.25552,0.82519,0.99934,1,0.995,0.91903,0.99934,1,0.995,0.995,0.4572,0.01569,0.01568,0.2543,0.81669,0.0010199,0.0010199,0.0010199
398,7663.56,0.37557,0.01783,0.02223,0.24279,0.81527,0.99938,1,0.995,0.91665,0.99938,1,0.995,0.995,0.46529,0.01774,0.0187,0.2445,0.81514,0.00101742,0.00101742,0.00101742
399,7682.84,0.39062,0.02287,0.0305,0.25244,0.82685,0.99948,1,0.995,0.91964,0.99948,1,0.995,0.995,0.46551,0.01321,0.03585,0.24419,0.8142,0.00101495,0.00101495,0.00101495
400,7701.5,0.38559,0.02106,0.03463,0.25164,0.82155,0.9996,1,0.995,0.91276,0.9996,1,0.995,0.995,0.46153,0.01293,0.01669,0.2351,0.81503,0.00101247,0.00101247,0.00101247
401,7720.88,0.37814,0.02035,0.03112,0.24804,0.83241,0.99941,1,0.995,0.92217,0.99941,1,0.995,0.995,0.48977,0.01548,0.01269,0.24306,0.82042,0.00101,0.00101,0.00101
402,7739.57,0.37748,0.02204,0.03001,0.24683,0.81723,1,0.99965,0.995,0.92049,1,0.99965,0.995,0.995,0.48724,0.01854,0.02267,0.25853,0.81723,0.00100753,0.00100753,0.00100753
403,7758.94,0.38771,0.02121,0.0348,0.25099,0.82487,1,0.99953,0.995,0.91072,1,0.99953,0.995,0.995,0.49635,0.01658,0.00987,0.27152,0.82074,0.00100505,0.00100505,0.00100505
404,7777.7,0.39405,0.02128,0.03344,0.25246,0.83533,1,0.99974,0.995,0.90484,1,0.99974,0.995,0.995,0.51039,0.01389,0.02353,0.26656,0.82848,0.00100257,0.00100257,0.00100257
405,7797.16,0.3926,0.02046,0.02346,0.24951,0.81205,1,0.99947,0.995,0.91338,1,0.99947,0.995,0.995,0.4948,0.01878,0.00344,0.26205,0.82207,0.0010001,0.0010001,0.0010001
406,7816.43,0.38219,0.02574,0.03019,0.25332,0.82382,1,0.99909,0.995,0.90941,1,0.99909,0.995,0.995,0.48979,0.01663,0.00616,0.27928,0.82139,0.000997625,0.000997625,0.000997625
407,7835.19,0.38625,0.02124,0.02483,0.24818,0.82119,1,0.99908,0.995,0.92127,1,0.99908,0.995,0.995,0.47512,0.01459,0.02204,0.26084,0.81426,0.00099515,0.00099515,0.00099515
408,7854.47,0.38523,0.02353,0.02076,0.24445,0.81424,1,0.99918,0.995,0.92804,1,0.99918,0.995,0.995,0.45877,0.01324,0.02261,0.26075,0.81007,0.000992675,0.000992675,0.000992675
409,7873.08,0.37863,0.01858,0.02648,0.24674,0.82439,1,0.99922,0.995,0.92105,1,0.99922,0.995,0.995,0.4621,0.01657,0.00995,0.26012,0.81293,0.0009902,0.0009902,0.0009902
410,7892.23,0.37583,0.02027,0.02283,0.24505,0.81109,1,0.99885,0.995,0.91322,1,0.99885,0.995,0.995,0.47311,0.02174,0.00389,0.26081,0.80979,0.000987725,0.000987725,0.000987725
411,7910.89,0.38797,0.02017,0.02158,0.25108,0.82745,1,0.99888,0.995,0.91416,1,0.99888,0.995,0.995,0.45824,0.01795,0.0045,0.25304,0.81274,0.00098525,0.00098525,0.00098525
412,7930.14,0.3802,0.02138,0.03122,0.25,0.82567,1,0.99955,0.995,0.91565,1,0.99955,0.995,0.995,0.4743,0.01619,0.00458,0.2489,0.81486,0.000982775,0.000982775,0.000982775
413,7948.81,0.38384,0.0205,0.03681,0.24685,0.81643,1,0.99908,0.995,0.91655,1,0.99908,0.995,0.995,0.47165,0.01649,0.00416,0.26657,0.81169,0.0009803,0.0009803,0.0009803
414,7968.14,0.37467,0.02064,0.02932,0.24668,0.8242,1,0.99922,0.995,0.9166,1,0.99922,0.995,0.995,0.4898,0.01604,0.01186,0.27585,0.8143,0.000977825,0.000977825,0.000977825
415,7986.84,0.39278,0.02275,0.03112,0.2583,0.82956,1,0.99985,0.995,0.91509,1,0.99985,0.995,0.995,0.48285,0.01647,0.00907,0.25685,0.81581,0.00097535,0.00097535,0.00097535
416,8006.07,0.38903,0.01996,0.02516,0.24727,0.82116,0.99968,1,0.995,0.92168,0.99968,1,0.995,0.995,0.46734,0.01876,0.00193,0.23702,0.81384,0.000972875,0.000972875,0.000972875
417,8025.19,0.39367,0.02204,0.02325,0.25016,0.82567,0.99979,1,0.995,0.92577,0.99979,1,0.995,0.995,0.45541,0.01534,0.00212,0.23222,0.8131,0.0009704,0.0009704,0.0009704
418,8044.05,0.3814,0.01883,0.0288,0.24225,0.8187,0.99987,1,0.995,0.92554,0.99987,1,0.995,0.995,0.45904,0.01772,0.00354,0.24781,0.81553,0.000967925,0.000967925,0.000967925
419,8063.3,0.38729,0.02056,0.02523,0.24945,0.82021,0.99943,1,0.995,0.91379,0.99943,1,0.995,0.995,0.46775,0.01738,0.008,0.24149,0.82179,0.00096545,0.00096545,0.00096545
420,8082.01,0.38357,0.02044,0.02427,0.24768,0.82241,0.99971,1,0.995,0.91604,0.99971,1,0.995,0.995,0.46813,0.01728,0.00482,0.25099,0.81951,0.000962975,0.000962975,0.000962975
421,8101.2,0.37872,0.01903,0.0288,0.24444,0.82385,1,0.99951,0.995,0.91796,1,0.99951,0.995,0.995,0.4637,0.01509,0.00376,0.25897,0.81527,0.0009605,0.0009605,0.0009605
422,8120.02,0.37379,0.02199,0.02771,0.24192,0.82142,1,0.99968,0.995,0.92567,1,0.99968,0.995,0.995,0.46691,0.01691,0.00601,0.25045,0.81767,0.000958025,0.000958025,0.000958025
423,8139.2,0.36972,0.0181,0.01791,0.24406,0.82245,1,0.99907,0.995,0.91792,1,0.99907,0.995,0.995,0.48057,0.02072,0.01474,0.26084,0.82036,0.00095555,0.00095555,0.00095555
424,8157.89,0.37031,0.02145,0.02529,0.24017,0.82369,1,0.99926,0.995,0.91355,1,0.99926,0.995,0.995,0.46852,0.02023,0.02369,0.25997,0.81316,0.000953075,0.000953075,0.000953075
425,8177.33,0.3768,0.02299,0.03013,0.24231,0.81616,1,0.99932,0.995,0.92191,1,0.99932,0.995,0.995,0.45812,0.02057,0.01599,0.2666,0.81056,0.0009506,0.0009506,0.0009506
426,8195.96,0.3925,0.01824,0.02436,0.251,0.82453,1,0.99938,0.995,0.91787,1,0.99938,0.995,0.995,0.45846,0.01904,0.01713,0.25651,0.81126,0.000948125,0.000948125,0.000948125
427,8215.13,0.38718,0.02411,0.0251,0.25157,0.83044,1,0.99992,0.995,0.91456,1,0.99992,0.995,0.995,0.46057,0.01479,0.02502,0.24467,0.81764,0.00094565,0.00094565,0.00094565
428,8234.79,0.37292,0.0173,0.02229,0.24053,0.82179,0.99955,1,0.995,0.91717,0.99955,1,0.995,0.995,0.46453,0.01335,0.02852,0.24294,0.81939,0.000943175,0.000943175,0.000943175
429,8253.47,0.37361,0.02111,0.02352,0.23746,0.81102,0.99951,1,0.995,0.92631,0.99951,1,0.995,0.995,0.44291,0.01361,0.02269,0.24561,0.81734,0.0009407,0.0009407,0.0009407
430,8272.8,0.38862,0.01784,0.02724,0.2472,0.81903,0.99948,1,0.995,0.92368,0.99948,1,0.995,0.995,0.45556,0.01709,0.01642,0.2379,0.81888,0.000938225,0.000938225,0.000938225
431,8291.51,0.38522,0.01806,0.02782,0.24284,0.81972,0.99941,1,0.995,0.92487,0.99941,1,0.995,0.995,0.46392,0.02139,0.01659,0.25597,0.81726,0.00093575,0.00093575,0.00093575
432,8310.73,0.3783,0.01966,0.02566,0.24361,0.82404,0.99937,1,0.995,0.91132,0.99937,1,0.995,0.995,0.4613,0.02199,0.02267,0.24798,0.81429,0.000933275,0.000933275,0.000933275
433,8329.41,0.37568,0.01884,0.03313,0.24477,0.81293,0.99946,1,0.995,0.92346,0.99946,1,0.995,0.995,0.46245,0.01928,0.01884,0.24856,0.81702,0.0009308,0.0009308,0.0009308
434,8348.58,0.3695,0.01972,0.02352,0.2361,0.81211,0.99915,1,0.995,0.92108,0.99915,1,0.995,0.995,0.47526,0.01615,0.01644,0.24606,0.8159,0.000928325,0.000928325,0.000928325
435,8367.23,0.38063,0.01919,0.03229,0.24539,0.82173,0.99898,1,0.995,0.92073,0.99898,1,0.995,0.995,0.47239,0.01865,0.01416,0.24374,0.81508,0.00092585,0.00092585,0.00092585
436,8386.52,0.37699,0.01958,0.02249,0.24082,0.82405,0.99898,1,0.995,0.91494,0.99898,1,0.995,0.995,0.46992,0.01981,0.0069,0.23768,0.81618,0.000923375,0.000923375,0.000923375
437,8405.16,0.36902,0.01985,0.02136,0.23794,0.81838,0.99916,1,0.995,0.92504,0.99916,1,0.995,0.995,0.47343,0.01919,0.00864,0.238,0.81626,0.0009209,0.0009209,0.0009209
438,8424.46,0.36915,0.01744,0.02472,0.23963,0.81559,0.99928,1,0.995,0.91304,0.99928,1,0.995,0.995,0.48844,0.01771,0.02179,0.24267,0.81668,0.000918425,0.000918425,0.000918425
439,8443.85,0.36152,0.02145,0.02278,0.23722,0.81089,0.99928,1,0.995,0.91126,0.99928,1,0.995,0.995,0.48808,0.01607,0.02472,0.24989,0.81663,0.00091595,0.00091595,0.00091595
440,8462.59,0.36771,0.01968,0.02769,0.23649,0.81333,0.99949,1,0.995,0.92251,0.99949,1,0.995,0.995,0.47386,0.01849,0.02684,0.24836,0.8167,0.000913475,0.000913475,0.000913475
441,8481.86,0.37179,0.01809,0.01804,0.24162,0.81412,0.99945,1,0.995,0.92344,0.99945,1,0.995,0.995,0.46701,0.01779,0.02297,0.23908,0.81293,0.000911,0.000911,0.000911
442,8500.56,0.37212,0.01874,0.02722,0.23902,0.83339,0.99912,1,0.995,0.92286,0.99912,1,0.995,0.995,0.4531,0.02155,0.03025,0.23918,0.81156,0.000908525,0.000908525,0.000908525
443,8519.84,0.36769,0.01823,0.02764,0.23602,0.80913,0.99921,1,0.995,0.91843,0.99921,1,0.995,0.995,0.4556,0.01813,0.02226,0.25101,0.81535,0.00090605,0.00090605,0.00090605
444,8538.64,0.36945,0.01833,0.02195,0.23719,0.81461,0.99919,1,0.995,0.92583,0.99919,1,0.995,0.995,0.4515,0.01634,0.03073,0.24054,0.81134,0.000903575,0.000903575,0.000903575
445,8557.83,0.36396,0.01833,0.03522,0.23101,0.81271,0.99978,1,0.995,0.92585,0.99978,1,0.995,0.995,0.45032,0.01972,0.04238,0.23087,0.81345,0.0009011,0.0009011,0.0009011
446,8576.52,0.3732,0.01847,0.02258,0.23732,0.82005,0.99959,1,0.995,0.92288,0.99959,1,0.995,0.995,0.4529,0.01691,0.03738,0.2372,0.8158,0.000898625,0.000898625,0.000898625
447,8595.62,0.36319,0.01905,0.02316,0.23122,0.81486,0.99962,1,0.995,0.92954,0.99962,1,0.995,0.995,0.46497,0.01599,0.0155,0.23779,0.81347,0.00089615,0.00089615,0.00089615
448,8614.24,0.37518,0.01739,0.01788,0.24153,0.82091,0.99969,1,0.995,0.92573,0.99969,1,0.995,0.995,0.46179,0.01467,0.00741,0.24808,0.81185,0.000893675,0.000893675,0.000893675
449,8633.59,0.36739,0.01827,0.02322,0.24296,0.82491,0.99985,1,0.995,0.92521,0.99985,1,0.995,0.995,0.44893,0.015,0.00591,0.2494,0.80935,0.0008912,0.0008912,0.0008912
450,8652.71,0.37808,0.01898,0.01996,0.24253,0.81956,1,0.99993,0.995,0.92727,1,0.99993,0.995,0.995,0.44765,0.01443,0.00364,0.2412,0.81011,0.000888725,0.000888725,0.000888725
451,8671.39,0.35863,0.01692,0.02056,0.23167,0.81767,0.99957,1,0.995,0.92498,0.99957,1,0.995,0.995,0.44437,0.01202,0.00243,0.23901,0.80655,0.00088625,0.00088625,0.00088625
452,8690.47,0.3588,0.0196,0.02275,0.23373,0.81756,0.9994,1,0.995,0.92227,0.9994,1,0.995,0.995,0.44212,0.01423,0.00733,0.24164,0.80899,0.000883775,0.000883775,0.000883775
453,8709.05,0.37852,0.01746,0.02554,0.24141,0.82242,0.99947,1,0.995,0.92072,0.99947,1,0.995,0.995,0.44514,0.01515,0.02057,0.24121,0.81287,0.0008813,0.0008813,0.0008813
454,8728.08,0.37111,0.01923,0.03047,0.2384,0.81914,0.99915,1,0.995,0.92001,0.99915,1,0.995,0.995,0.47658,0.01354,0.02121,0.23489,0.81544,0.000878825,0.000878825,0.000878825
455,8747.08,0.36651,0.02142,0.02597,0.23318,0.80821,0.99913,1,0.995,0.91775,0.99913,1,0.995,0.995,0.4667,0.01191,0.01871,0.23232,0.81289,0.00087635,0.00087635,0.00087635
456,8765.82,0.35975,0.02157,0.02759,0.23617,0.82091,0.99941,1,0.995,0.91552,0.99941,1,0.995,0.995,0.45585,0.01312,0.01016,0.23785,0.81056,0.000873875,0.000873875,0.000873875
457,8785.01,0.35965,0.01876,0.02148,0.23371,0.81329,0.99914,1,0.995,0.93072,0.99914,1,0.995,0.995,0.43743,0.01344,0.01184,0.23187,0.80852,0.0008714,0.0008714,0.0008714
458,8803.69,0.36385,0.01655,0.01744,0.2351,0.81471,0.99923,1,0.995,0.92661,0.99923,1,0.995,0.995,0.45117,0.01307,0.00329,0.22709,0.81456,0.000868925,0.000868925,0.000868925
459,8823.03,0.36995,0.01689,0.02381,0.23647,0.83104,0.99917,1,0.995,0.92335,0.99917,1,0.995,0.995,0.45773,0.01368,0.00473,0.22794,0.81346,0.00086645,0.00086645,0.00086645
460,8841.72,0.34913,0.01576,0.02225,0.22786,0.81166,0.99922,1,0.995,0.92582,0.99922,1,0.995,0.995,0.4561,0.01103,0.01155,0.23367,0.81273,0.000863975,0.000863975,0.000863975
461,8860.95,0.36573,0.0208,0.0254,0.23886,0.81634,0.99924,1,0.995,0.91931,0.99924,1,0.995,0.995,0.44037,0.01122,0.02033,0.23144,0.80919,0.0008615,0.0008615,0.0008615
462,8879.64,0.35688,0.02048,0.02275,0.2288,0.8163,0.99919,1,0.995,0.929,0.99919,1,0.995,0.995,0.43996,0.01289,0.02691,0.22655,0.81086,0.000859025,0.000859025,0.000859025
463,8898.78,0.36552,0.01752,0.02529,0.23226,0.81708,0.99938,1,0.995,0.92324,0.99938,1,0.995,0.995,0.44709,0.0132,0.048,0.23428,0.80626,0.00085655,0.00085655,0.00085655
464,8917.52,0.36746,0.01983,0.02982,0.24003,0.82518,0.99948,1,0.995,0.90943,0.99948,1,0.995,0.995,0.4527,0.01291,0.02822,0.24427,0.80957,0.000854075,0.000854075,0.000854075
465,8937.74,0.36181,0.01681,0.01719,0.23464,0.8109,0.99911,1,0.995,0.91498,0.99911,1,0.995,0.995,0.44835,0.01423,0.01494,0.23981,0.81602,0.0008516,0.0008516,0.0008516
466,8956.45,0.36426,0.01519,0.02311,0.23226,0.82863,0.9991,1,0.995,0.91279,0.9991,1,0.995,0.995,0.45113,0.01499,0.01283,0.23502,0.8179,0.000849125,0.000849125,0.000849125
467,8976.87,0.37893,0.02026,0.03371,0.24461,0.82801,0.99955,1,0.995,0.91533,0.99955,1,0.995,0.995,0.4576,0.01698,0.02532,0.22647,0.81628,0.00084665,0.00084665,0.00084665
468,8995.65,0.36202,0.02019,0.02679,0.23827,0.82299,0.99943,1,0.995,0.91189,0.99943,1,0.995,0.995,0.45765,0.0168,0.02265,0.23317,0.81239,0.000844175,0.000844175,0.000844175
469,9015.18,0.37068,0.022,0.02792,0.24003,0.82335,0.99951,1,0.995,0.91478,0.99951,1,0.995,0.995,0.45325,0.0173,0.01358,0.23326,0.81314,0.0008417,0.0008417,0.0008417
470,9034.85,0.35851,0.0169,0.02788,0.23339,0.83181,1,0.99976,0.995,0.9231,1,0.99976,0.995,0.995,0.47429,0.01897,0.01453,0.2353,0.81721,0.000839225,0.000839225,0.000839225
471,9053.66,0.3588,0.01919,0.02356,0.23312,0.81851,0.99978,1,0.995,0.91783,0.99978,1,0.995,0.995,0.45655,0.01843,0.00825,0.23958,0.81346,0.00083675,0.00083675,0.00083675
472,9073.01,0.36821,0.01709,0.01798,0.22975,0.81524,0.9995,1,0.995,0.9198,0.9995,1,0.995,0.995,0.45301,0.01809,0.01018,0.24427,0.8126,0.000834275,0.000834275,0.000834275
473,9091.66,0.35914,0.01945,0.0293,0.23375,0.82008,0.99948,1,0.995,0.91925,0.99948,1,0.995,0.995,0.4454,0.01732,0.01337,0.23693,0.81217,0.0008318,0.0008318,0.0008318
474,9111.17,0.36295,0.01872,0.02282,0.23587,0.81389,0.99929,1,0.995,0.92438,0.99929,1,0.995,0.995,0.44709,0.013,0.01778,0.2338,0.80992,0.000829325,0.000829325,0.000829325
475,9129.87,0.36101,0.01792,0.02389,0.23554,0.81996,0.99954,1,0.995,0.91718,0.99954,1,0.995,0.995,0.45854,0.01252,0.03438,0.23191,0.80618,0.00082685,0.00082685,0.00082685
476,9149.38,0.37089,0.0185,0.02388,0.24123,0.82187,0.99924,1,0.995,0.91646,0.99924,1,0.995,0.995,0.46155,0.01363,0.04329,0.2372,0.80893,0.000824375,0.000824375,0.000824375
477,9168.03,0.37271,0.01866,0.02336,0.2387,0.82386,0.99911,1,0.995,0.91831,0.99911,1,0.995,0.995,0.46675,0.01446,0.04252,0.23723,0.80994,0.0008219,0.0008219,0.0008219
478,9187.53,0.35339,0.0184,0.0182,0.22844,0.81764,0.99923,1,0.995,0.91708,0.99923,1,0.995,0.995,0.47668,0.01513,0.02614,0.23963,0.81024,0.000819425,0.000819425,0.000819425
479,9206.69,0.36535,0.02004,0.01989,0.2327,0.81806,0.99952,1,0.995,0.91637,0.99952,1,0.995,0.995,0.4792,0.01418,0.01715,0.24854,0.81162,0.00081695,0.00081695,0.00081695
480,9226.04,0.35485,0.0213,0.02246,0.22834,0.8119,0.99961,1,0.995,0.91721,0.99961,1,0.995,0.995,0.48172,0.01489,0.01397,0.24828,0.81325,0.000814475,0.000814475,0.000814475
481,9245.53,0.35543,0.02117,0.02289,0.23175,0.81301,0.9992,1,0.995,0.92229,0.9992,1,0.995,0.995,0.47054,0.01395,0.00785,0.23646,0.81072,0.000812,0.000812,0.000812
482,9264.26,0.35567,0.01416,0.02019,0.23286,0.81491,0.9994,1,0.995,0.92317,0.9994,1,0.995,0.995,0.45542,0.01567,0.00916,0.24189,0.80676,0.000809525,0.000809525,0.000809525
483,9283.72,0.35576,0.01657,0.0277,0.23023,0.82079,0.99942,1,0.995,0.91396,0.99942,1,0.995,0.995,0.46317,0.01646,0.00651,0.24616,0.80886,0.00080705,0.00080705,0.00080705
484,9302.43,0.3631,0.01929,0.02182,0.23417,0.82186,0.99914,1,0.995,0.91573,0.99914,1,0.995,0.995,0.45858,0.01472,0.00435,0.24353,0.80778,0.000804575,0.000804575,0.000804575
485,9321.79,0.36026,0.02122,0.03001,0.23718,0.81572,0.99906,1,0.995,0.9151,0.99906,1,0.995,0.995,0.4546,0.0142,0.00933,0.22057,0.80538,0.0008021,0.0008021,0.0008021
486,9340.59,0.36369,0.02094,0.024,0.23713,0.8133,0.99938,1,0.995,0.92312,0.99938,1,0.995,0.995,0.45337,0.01744,0.00932,0.24218,0.8068,0.000799625,0.000799625,0.000799625
487,9360.14,0.34241,0.01853,0.02013,0.2281,0.81188,0.99929,1,0.995,0.92208,0.99929,1,0.995,0.995,0.46657,0.01578,0.0067,0.23902,0.80894,0.00079715,0.00079715,0.00079715
488,9378.92,0.34693,0.01583,0.02207,0.22702,0.81129,0.99937,1,0.995,0.92403,0.99937,1,0.995,0.995,0.4652,0.01531,0.01004,0.23012,0.80885,0.000794675,0.000794675,0.000794675
489,9398.41,0.36418,0.01722,0.01896,0.23665,0.8219,0.99931,1,0.995,0.92642,0.99931,1,0.995,0.995,0.45348,0.01552,0.00859,0.23635,0.80459,0.0007922,0.0007922,0.0007922
490,9417.89,0.35009,0.01964,0.01808,0.22797,0.81585,0.9991,1,0.995,0.92486,0.9991,1,0.995,0.995,0.46404,0.01502,0.00308,0.23157,0.8079,0.000789725,0.000789725,0.000789725
491,9436.61,0.35424,0.01862,0.02566,0.22659,0.8203,0.99887,1,0.995,0.92342,0.99887,1,0.995,0.995,0.46553,0.01443,0.00309,0.23158,0.81077,0.00078725,0.00078725,0.00078725
492,9456.04,0.3601,0.01888,0.03255,0.23296,0.81992,0.9988,1,0.995,0.92479,0.9988,1,0.995,0.995,0.44614,0.01317,0.00394,0.22664,0.81333,0.000784775,0.000784775,0.000784775
493,9474.82,0.35745,0.01843,0.02774,0.23073,0.81853,0.99843,1,0.995,0.92306,0.99843,1,0.995,0.995,0.45086,0.01413,0.00284,0.22572,0.8146,0.0007823,0.0007823,0.0007823
494,9494.37,0.35258,0.01926,0.01999,0.23267,0.81313,0.99841,1,0.995,0.91296,0.99841,1,0.995,0.995,0.44881,0.01385,0.00207,0.21685,0.81212,0.000779825,0.000779825,0.000779825
495,9513.06,0.35324,0.01666,0.01933,0.23077,0.82588,0.99883,1,0.995,0.92039,0.99883,1,0.995,0.995,0.46197,0.01255,0.00126,0.23013,0.81411,0.00077735,0.00077735,0.00077735
496,9532.5,0.34906,0.0184,0.02122,0.2307,0.81534,0.99872,1,0.995,0.91768,0.99872,1,0.995,0.995,0.45833,0.0131,0.00142,0.23368,0.81507,0.000774875,0.000774875,0.000774875
497,9551.25,0.35586,0.01795,0.02509,0.23269,0.81731,0.99797,1,0.995,0.92694,0.99797,1,0.995,0.995,0.44599,0.01388,0.0017,0.22411,0.81649,0.0007724,0.0007724,0.0007724
498,9570.74,0.34574,0.02814,0.02871,0.22516,0.8108,0.99804,1,0.995,0.92124,0.99804,1,0.995,0.995,0.45255,0.0151,0.00328,0.23142,0.81662,0.000769925,0.000769925,0.000769925
499,9590.32,0.34433,0.01899,0.02691,0.2266,0.81492,1,0.99816,0.995,0.92179,1,0.99816,0.995,0.995,0.44767,0.01585,0.00326,0.23791,0.81651,0.00076745,0.00076745,0.00076745
